"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-4.87793971816518,0.514583480171482,-9.47939431817678,2.55763280209612e-21
"2","DM2DM",-0.162042820787566,0.206155296464107,-0.786023078557084,0.431853966658949
"3","AGE",0.0103585671639795,0.00735424487939106,1.4085153994542,0.158978510288632
