"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-4.77128522640251,0.779339389926312,-6.1222174678655,9.22819544695523e-10
"2","DM2DM",0.356837836707291,0.338923112228246,1.05285778346972,0.29240617710471
"3","AGE",-0.0115799620388194,0.011646764526013,-0.994264287987937,0.320094217049417
