"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-4.35877512137862,0.469243226851973,-9.28894626912461,1.5582329650713e-20
"2","DM2DM",0.20321948687324,0.186658611741896,1.08872280242952,0.276276143196655
"3","AGE",0.00210265134090897,0.00680348044653312,0.309055248623582,0.757279500208967
