"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-1.52382154877463,0.184334909712711,-8.26659231910835,1.37842327854479e-16
"2","DM2DM",0.664893593757925,0.0795026927496164,8.36315816184897,6.10612686100914e-17
"3","AGE",-0.0163396380410468,0.00276489714222465,-5.90967301875825,3.42787469883821e-09
