"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-3.09936486272139,0.325432831106064,-9.52382355580852,1.66921791415717e-21
"2","DM2DM",0.84717514756583,0.138564522641249,6.11393978355635,9.72009956049549e-10
"3","AGE",-0.0129144652378724,0.00483343879958597,-2.67190002260473,0.00754231161590501
