"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-4.94388243025858,0.41911038667084,-11.7961343538388,4.0865663861008e-32
"2","DM2DM",3.68494023419228,0.297494117068073,12.3865986679296,3.08867964770111e-35
"3","AGE",-0.0176969767747496,0.00482839404619701,-3.66518900599845,0.000247155985562959
