"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-4.27996315040031,0.398345103031119,-10.7443598975684,6.29973785196792e-27
"2","DM2DM",0.147353292168872,0.15416544434893,0.955812716599188,0.339166862462478
"3","AGE",0.00738989903702191,0.00571556255613266,1.29294342673106,0.19603062635114
