"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-3.82300599879114,0.41644379313777,-9.18012481344967,4.30592046947308e-20
"2","DM2DM",0.333567481558259,0.171153669919036,1.94893560690841,0.0513031151550276
"3","AGE",-0.00446593874070377,0.00611798083485767,-0.729969390433317,0.465408895056008
