"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-3.85237729985436,0.466174913034239,-8.26380225992858,1.41104282385261e-16
"2","DM2DM",0.067858934800829,0.202433249684925,0.335216348630707,0.737461890363379
"3","AGE",-0.00680790020349317,0.00690816252479228,-0.985486398019837,0.324385209478129
