"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-3.38627880796632,0.395378815760139,-8.56464401476847,1.08410256678498e-17
"2","DM2DM",-0.214242977424423,0.182406320711886,-1.17453702584586,0.24017999045404
"3","AGE",-0.00770679566077208,0.00588574132500391,-1.30940101428378,0.190398548086745
