"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-1.61911012895375,0.14403925160343,-11.2407563280841,2.57169537768663e-29
"2","DM2DM",-0.0794765075127415,0.0594022277073676,-1.33793816461338,0.180916594841489
"3","AGE",0.00434558358309651,0.00209099115852372,2.07824101282407,0.0376871663800923
