"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-2.53973932417797,0.47480551646117,-5.34900972319614,8.84367911274016e-08
"2","DM2DM",-0.962879217981336,0.346406050325867,-2.77962586702959,0.00544215585662783
"3","AGE",-0.0328979327351951,0.00765860459940976,-4.29555179513125,1.74259343529615e-05
