"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-2.14731970374369,0.452709214248575,-4.74326485116477,2.103010281412e-06
"2","DM2DM",-0.233275257738374,0.306792022681723,-0.760369372382221,0.447033825442792
"3","AGE",-0.0452597783590139,0.00759727112784742,-5.95737306164005,2.56324666010071e-09
