"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-2.03343287582394,0.306421750646986,-6.63605919465738,3.22180500227801e-11
"2","DM2DM",0.0666556598136077,0.158234761991595,0.421245363374377,0.673575922309734
"3","AGE",-0.0274202597741703,0.00479069251566542,-5.72365262109953,1.04257820606601e-08
