"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-2.83360738443757,0.292562877565496,-9.685464567538,3.47624479541496e-22
"2","DM2DM",0.262906826395578,0.125250569708858,2.09904695049849,0.0358127621533081
"3","AGE",-0.00884336157975155,0.00434390880648888,-2.03580737388903,0.0417697016982716
