"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-3.03987432154125,0.475621906844557,-6.39136733988737,1.64408883512291e-10
"2","DM2DM",0.161438909850471,0.243830322235854,0.662095297951963,0.507910149083999
"3","AGE",-0.0266355330919865,0.00742881997257114,-3.58543257076236,0.000336519946752892
