"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-1.97829913235287,0.660727820695041,-2.99412113489005,0.0027523664585212
"2","DM2DM",0.0478838771836766,0.718058871443975,0.0666851689853576,0.946832341463541
"3","AGE",-0.0895327473671932,0.014541785174257,-6.15692958562549,7.41688051918964e-10
