"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-4.26076800474056,0.465775132107418,-9.14769319148179,5.81622112071939e-20
"2","DM2DM",0.333784389198887,0.185649857226996,1.7979242978397,0.0721890050691561
"3","AGE",-0.000389360569356132,0.00678015913188085,-0.0574264647455437,0.954205481965125
